field,acronym,gse,expansion,id,verified,acronym_attested,how
Treatment,DMSO,GSE76515,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE115564,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE72688,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE121023,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE54709,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE86871,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE116291,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE114515,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE45630,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE21946,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE103963,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE39079,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE160551,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE168514,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE76148,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE100317,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE89759,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE104301,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE84147,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE92619,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE188894,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE104260,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE10086,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE56400,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE85979,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE163545,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE133197,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE116459,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE119277,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE5816,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE116218,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE107254,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE40404,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE190377,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE135068,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE232148,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE80243,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE74725,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE138560,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE140882,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE115793,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE55624,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE80213,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE94521,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE147533,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE155484,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE1302,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE110817,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE12868,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE13818,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE52154,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE119288,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE44946,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE121557,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE120991,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE122660,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE125562,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE160430,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE67002,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE92764,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE51352,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE141602,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE101464,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE96794,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE70576,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE39292,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE68954,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE114022,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE69844,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE180623,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE100014,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE69189,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE163574,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE120347,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE119281,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE33577,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE7848,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE94670,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE75307,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE36531,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE108957,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE98364,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE48046,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE119282,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE124053,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE109509,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE85694,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE31447,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE61481,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE42762,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE83983,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE62533,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE33892,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE103733,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE250566,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE154425,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE71363,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE43510,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE14500,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE45046,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE92598,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE32182,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE71542,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE80489,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE153441,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE75208,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE16001,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE76757,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE174634,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE119276,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE70613,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE93579,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE134603,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE59342,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE19567,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE142407,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE118521,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE60673,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE215949,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE67102,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE67338,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE73481,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE69106,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE112079,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE129974,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE51212,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE64033,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE65183,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE53049,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE46493,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE64704,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE235632,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE85801,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE44596,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE120311,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE44950,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE109576,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE17089,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE83957,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE29459,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE62139,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE74280,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE97124,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE48782,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE53994,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE140258,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE49416,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE58721,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE82270,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE116387,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE164813,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE87477,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE52365,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE46302,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE29959,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE96743,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE6800,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE124022,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE89531,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE119280,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE72865,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE109508,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE60621,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE24584,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE125560,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE66292,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE74797,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE58869,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE56352,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE44541,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE109513,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE26599,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE45635,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE153127,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE20567,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE60977,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE64820,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE55604,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE29868,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE119286,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE150045,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE62356,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE134747,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE171483,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE36619,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE109021,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE86234,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE76990,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE43010,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE54464,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE70690,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE94835,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE3627,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE49591,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE26114,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE18571,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE25547,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE89933,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE66837,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE24743,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE70614,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE122625,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE35230,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE46819,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE115690,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE61154,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE5682,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE69845,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE33562,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE163130,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE143240,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE50227,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE99766,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE41485,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE19846,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE43392,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE98314,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE76814,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE60600,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE24862,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE36928,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE69650,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE67417,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE63790,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE54711,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE104757,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE53399,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE143297,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE156521,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE125563,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE34112,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE85871,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE36678,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE40191,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE116529,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE109916,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE17785,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE128400,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE61312,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE76094,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE104373,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE70791,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE72961,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE65015,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE71622,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE199405,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE144826,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE36243,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE24027,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE5505,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE140394,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE53965,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE77996,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE195651,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE62477,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE59780,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE114059,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE112384,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE93409,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE35503,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE52777,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE100671,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE71212,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE87873,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE78188,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE70616,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE150432,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE30315,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE64821,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE76188,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE20433,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE148088,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE46874,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE73396,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE155747,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE81277,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE65495,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE158120,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE17007,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE55209,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE137724,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE73024,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE76802,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE114060,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE110156,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE63160,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE13487,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE59503,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE127848,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE145538,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE159100,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE166951,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE53464,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE77270,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE150437,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE43596,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE54143,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE75888,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE126315,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE67051,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE50618,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE142406,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE172175,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE89923,Dimethyl Sulfoxide,D004121,False,False,unsupported
Treatment,DMSO,GSE31365,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
Treatment,DMSO,GSE45414,Dimethyl Sulfoxide,D004121,True,False,expansion_in_gse
