gsm,gse,raw_Tissue,matched_cellline,cvcl,cellosaurus_organism
GSM12131,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12148,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12153,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12149,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12154,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12122,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12155,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12123,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12159,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12124,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12160,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12135,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12161,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12136,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12177,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12137,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12178,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12179,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12171,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12172,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12173,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12141,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12142,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12143,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12110,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12111,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12112,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12165,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12166,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12167,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12116,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM12117,GSE772,BV2,BV-2,CVCL_0182,Mus musculus
GSM1915902,GSE74266,H572,H572,CVCL_KB77,Mus musculus
GSM931045,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931046,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931047,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931048,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931049,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931050,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931061,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931062,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931063,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931064,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931065,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM931066,GSE37964,MT45 cells,MT-45-5-3,CVCL_J275,Mus musculus
GSM317764,GSE12662,PR9 cells,PR9,CVCL_Z910,Drosophila melanogaster
GSM317765,GSE12662,PR9 cells,PR9,CVCL_Z910,Drosophila melanogaster
GSM317766,GSE12662,PR9 cells,PR9,CVCL_Z910,Drosophila melanogaster
GSM317767,GSE12662,PR9 cell line,PR9,CVCL_Z910,Drosophila melanogaster
GSM317768,GSE12662,PR9 cell line,PR9,CVCL_Z910,Drosophila melanogaster
GSM317771,GSE12662,PR9 cell line,PR9,CVCL_Z910,Drosophila melanogaster
GSM317772,GSE12662,PR9 cells,PR9,CVCL_Z910,Drosophila melanogaster
GSM317773,GSE12662,PR9,PR9,CVCL_Z910,Drosophila melanogaster
GSM317791,GSE12662,PR9 cell line,PR9,CVCL_Z910,Drosophila melanogaster
GSM317792,GSE12662,PR9,PR9,CVCL_Z910,Drosophila melanogaster
GSM317793,GSE12662,PR9 cells,PR9,CVCL_Z910,Drosophila melanogaster
GSM318210,GSE12662,PR9 cells,PR9,CVCL_Z910,Drosophila melanogaster
GSM617998,GSE25145,10a,UMR-201-10A,CVCL_IR40,Rattus norvegicus
GSM1564135,GSE64085,Burkitt Lymphoma,CHOP,CVCL_4702,Cricetulus griseus
GSM1253303,GSE51822,glioblastoma stem-like cell (GSC) line 12.1,12.1.3,CVCL_E3YW,Mus musculus
GSM1371025,GSE56906,Neural stem cells from H1 hESC,H-1,CVCL_N541,Mus musculus
GSM1371026,GSE56906,Neural stem cells from H1 hESC,H-1,CVCL_N541,Mus musculus
GSM1371027,GSE56906,Neural stem cells from H1 hESC,H-1,CVCL_N541,Mus musculus
GSM1371028,GSE56906,Neural stem cells from H1 hESC,H-1,CVCL_N541,Mus musculus
GSM822716,GSE33243,AML C34+ cells,BmVIII-SCC-OPr-C34,CVCL_Z203,Rhipicephalus microplus
GSM822717,GSE33243,AML C34+ cells,BmVIII-SCC-OPr-C34,CVCL_Z203,Rhipicephalus microplus
GSM822718,GSE33243,AML C34+ cells,BmVIII-SCC-OPr-C34,CVCL_Z203,Rhipicephalus microplus
GSM822719,GSE33243,AML C34+ cells,BmVIII-SCC-OPr-C34,CVCL_Z203,Rhipicephalus microplus
GSM822720,GSE33243,AML C34+ cells,BmVIII-SCC-OPr-C34,CVCL_Z203,Rhipicephalus microplus
GSM822721,GSE33243,AML C34+ cells,BmVIII-SCC-OPr-C34,CVCL_Z203,Rhipicephalus microplus
GSM2793823,GSE104260,A4,7E7/A4,CVCL_C3Q3,Mus musculus
GSM2793824,GSE104260,A4,7E7/A4,CVCL_C3Q3,Mus musculus
GSM475664,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475668,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475674,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475694,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475713,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475719,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475728,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475730,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475731,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475733,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475735,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475744,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475748,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475751,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475753,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475756,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475758,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475759,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475760,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475762,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475763,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475778,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475782,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475789,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475801,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475804,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM475806,GSE19188,SCC,SCC,CVCL_C0WY,Siniperca chuatsi
GSM594311,GSE24147,KG1,B16-F10.9.KG1,CVCL_E3VV,Mus musculus
GSM594312,GSE24147,KG1,B16-F10.9.KG1,CVCL_E3VV,Mus musculus
GSM594313,GSE24147,KG1,B16-F10.9.KG1,CVCL_E3VV,Mus musculus
GSM594314,GSE24147,KG1,B16-F10.9.KG1,CVCL_E3VV,Mus musculus
GSM594315,GSE24147,KG1,B16-F10.9.KG1,CVCL_E3VV,Mus musculus
GSM594316,GSE24147,KG1,B16-F10.9.KG1,CVCL_E3VV,Mus musculus
GSM251574,GSE9940,Embryonic Stem Cells; H9 hES cell derived d17 definitive neural epithelial pool #2_e1_le1,Embryonic Stem Cells; D-17,CVCL_1916,Canis lupus familiaris
GSM3494428,GSE123053,MC26 cells,MC-26,CVCL_0240,Mus musculus
GSM3494429,GSE123053,MC26 cells,MC-26,CVCL_0240,Mus musculus
GSM3494436,GSE123053,MC26 cells,MC-26,CVCL_0240,Mus musculus
GSM3494437,GSE123053,MC26 cells,MC-26,CVCL_0240,Mus musculus
GSM3494438,GSE123053,MC26 cells,MC-26,CVCL_0240,Mus musculus
GSM3494439,GSE123053,MC26 cells,MC-26,CVCL_0240,Mus musculus
GSM2501346,GSE95285,human embryonal carcinoma cell line (EC),CHSE-EC,CVCL_DG46,Oncorhynchus tshawytscha
GSM871738,GSE35620,fetal rhesus monkey kidney (FRhK-4) cells,FRhK-4,CVCL_4522,Macaca mulatta
GSM871739,GSE35620,fetal rhesus monkey kidney (FRhK-4) cells,FRhK-4,CVCL_4522,Macaca mulatta
GSM1570045,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM1570046,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM1570047,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM1570048,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM1570049,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM1570050,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM1570051,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM1570052,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM1570053,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM1570054,GSE64385,HCT116; NK; B; neutrophils; T; monocytes,HCT 116; Novikoff-Hepatoma; B; Neutrophils; T; Monocytes,CVCL_1D01,Rattus norvegicus
GSM734473,GSE29639,AT2 E/R positive leukemia,R-3327-AT-2,CVCL_L303,Rattus norvegicus
GSM734474,GSE29639,AT2 E/R positive leukemia,R-3327-AT-2,CVCL_L303,Rattus norvegicus
GSM734475,GSE29639,AT2 E/R positive leukemia,R-3327-AT-2,CVCL_L303,Rattus norvegicus
GSM734476,GSE29639,AT2 E/R positive leukemia,R-3327-AT-2,CVCL_L303,Rattus norvegicus
GSM172880,GSE7179,human embryonic stem (hES) cells line VUB03_DM1,Schneider 1,CVCL_Z231,Drosophila melanogaster
GSM172881,GSE7179,human embryonic stem (hES) cells line VUB03_DM1,Schneider 1,CVCL_Z231,Drosophila melanogaster
GSM172882,GSE7179,human embryonic stem (hES) cells line VUB03_DM1,Schneider 1,CVCL_Z231,Drosophila melanogaster
GSM242136,GSE9586,LM2,LM2,CVCL_5V02,Mus musculus
GSM242196,GSE9586,LM2,LM2,CVCL_5V02,Mus musculus
GSM242207,GSE9586,LM2,LM2,CVCL_5V02,Mus musculus
GSM242208,GSE9586,LM2,LM2,CVCL_5V02,Mus musculus
GSM1251792,GSE51739,983,IR983F,CVCL_7675,Rattus norvegicus
GSM575680,GSE23501,GI,GI,CVCL_R842,Cyprinus carpio
GSM758827,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758828,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758829,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758830,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758831,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758832,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758833,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758834,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758835,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758836,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758837,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758838,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758839,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758840,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758841,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758842,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758843,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758844,GSE30589,Vero E6,Vero C1008,CVCL_0574,Chlorocebus sabaeus
GSM758845,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758846,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758847,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758848,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758849,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758850,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758851,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758852,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758853,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758854,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758855,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758856,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758857,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758858,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM758859,GSE30589,MA-104,MA-104,CVCL_3845,Chlorocebus pygerythrus
GSM2204341,GSE83491,H1,H-1,CVCL_N541,Mus musculus
GSM656441,GSE26672,human embryonic stem cell line H1,H-1,CVCL_N541,Mus musculus
GSM656449,GSE26672,human embryonic stem cell line H13A,H13a,CVCL_Z931,Mus musculus
GSM3564700,GSE125180,Primary hepatoma cells,GEM-81 clone P15,CVCL_6G55,Carassius auratus
GSM3564701,GSE125180,834 hepatoma cells,GEM-81 clone P15,CVCL_6G55,Carassius auratus
GSM3564702,GSE125180,Primary hepatoma cells,GEM-81 clone P15,CVCL_6G55,Carassius auratus
GSM3564704,GSE125180,Primary hepatoma cells,GEM-81 clone P15,CVCL_6G55,Carassius auratus
GSM3564705,GSE125180,P15 hepatoma cells,GEM-81 clone P15,CVCL_6G55,Carassius auratus
GSM589504,GSE23905,LM2,LM2,CVCL_5V02,Mus musculus
GSM589505,GSE23905,LM2,LM2,CVCL_5V02,Mus musculus
GSM1177996,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1177998,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1177999,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1178000,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1178002,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1178003,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1178004,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1178005,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1178006,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1178007,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1178010,GSE48433,carcinoma renal cell,RenCa,CVCL_2174,Mus musculus
GSM1178609,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178610,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178611,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178612,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178613,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178614,GSE48433,carcinoma renal,RenCa,CVCL_2174,Mus musculus
GSM1178615,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178616,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178617,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178618,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178619,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178620,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178621,GSE48433,carcinoma renal,RenCa,CVCL_2174,Mus musculus
GSM1178622,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178623,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178624,GSE48433,renal carcinoma,RenCa,CVCL_2174,Mus musculus
GSM1178625,GSE48433,carcinoma renal,RenCa,CVCL_2174,Mus musculus
GSM1197847,GSE49353,Tumor; B16-F10 Mouse Melanoma xenograft,Tumor; B16-F10,CVCL_0159,Mus musculus
GSM1197848,GSE49353,Tumor; B16-F10 Mouse Melanoma xenograft,Tumor; B16-F10,CVCL_0159,Mus musculus
GSM1197849,GSE49353,Tumor; B16-F10 Mouse Melanoma xenograft,Tumor; B16-F10,CVCL_0159,Mus musculus
GSM1197850,GSE49353,COLON-26 Mouse Colon cancer xenograft,MC-26,CVCL_0240,Mus musculus
GSM1197851,GSE49353,Tumor; COLON-26 Mouse Colon cancer xenograft,Tumor; MC-26,CVCL_0240,Mus musculus
GSM1197852,GSE49353,Tumor; COLON-26 Mouse Colon cancer xenograft,Tumor; MC-26,CVCL_0240,Mus musculus
GSM1259792,GSE52108,M12,DV4-M12,CVCL_XX82,Mus musculus
GSM1259793,GSE52108,M12,DV4-M12,CVCL_XX82,Mus musculus
GSM1259794,GSE52108,M12,DV4-M12,CVCL_XX82,Mus musculus
GSM1259795,GSE52108,M12,DV4-M12,CVCL_XX82,Mus musculus
GSM1259796,GSE52108,M12,DV4-M12,CVCL_XX82,Mus musculus
GSM1259797,GSE52108,M12,DV4-M12,CVCL_XX82,Mus musculus
GSM425510,GSE17009,M25,M 368,CVCL_C507,Mus musculus
GSM526604,GSE21066,MCF 10A human breast epithelial cell line,UMR-201-10A,CVCL_IR40,Rattus norvegicus
GSM526679,GSE21066,MCF 10A human breast epithelial cell line,UMR-201-10A,CVCL_IR40,Rattus norvegicus
GSM923059,GSE37595,KG1 cells,B16-F10.9.KG1,CVCL_E3VV,Mus musculus
GSM923060,GSE37595,KG1 cells,B16-F10.9.KG1,CVCL_E3VV,Mus musculus
GSM1969446,GSE75888,HT2-HLCs,HT-2,CVCL_5T92,Mus musculus
GSM1969447,GSE75888,HT2-HLCs,HT-2,CVCL_5T92,Mus musculus
GSM1969448,GSE75888,HT2-HLCs,HT-2,CVCL_5T92,Mus musculus
GSM1969449,GSE75888,HT2-HLCs,HT-2,CVCL_5T92,Mus musculus
GSM1969450,GSE75888,HT2-HLCs,HT-2,CVCL_5T92,Mus musculus
GSM1969451,GSE75888,HT2-HLCs,HT-2,CVCL_5T92,Mus musculus
GSM2259762,GSE85180,3T3-J2s,3T3-Swiss albino,CVCL_0120,Mus musculus
GSM2445802,GSE85180,3T3-J2 fibroblasts,3T3-J2,CVCL_W667,Mus musculus
GSM1097463,GSE45117,Hypoxic Glioblastoma Stem-like cell line derived from tumor 13,Beta-LG MAb 13,CVCL_D6DX,Mus musculus
GSM230247,GSE9086,H1 embryonic stem cells,H-1,CVCL_N541,Mus musculus
GSM829488,GSE33536,DA1-derived iPS clone,DA-1,CVCL_2015,Mus musculus
GSM461749,GSE18549,GI; Femur,GI; Femur,CVCL_R842,Cyprinus carpio
GSM1579093,GSE64738,MES1,MES1,CVCL_Z508,Oryzias latipes
GSM1579094,GSE64738,MES1,MES1,CVCL_Z508,Oryzias latipes
GSM1579095,GSE64738,MES1,MES1,CVCL_Z508,Oryzias latipes
GSM1579096,GSE64738,MES1,MES1,CVCL_Z508,Oryzias latipes
GSM1579097,GSE64738,MES1,MES1,CVCL_Z508,Oryzias latipes
GSM1579098,GSE64738,MES1,MES1,CVCL_Z508,Oryzias latipes
GSM242049,GSE9770,hippocampus (ca1),CA1,CVCL_B0E5,Mus musculus
GSM242050,GSE9770,hippocampus (ca1),CA1,CVCL_B0E5,Mus musculus
GSM242051,GSE9770,hippocampus (ca1),CA1,CVCL_B0E5,Mus musculus
GSM242052,GSE9770,hippocampus (ca1),CA1,CVCL_B0E5,Mus musculus
GSM242053,GSE9770,hippocampus (ca1),CA1,CVCL_B0E5,Mus musculus
GSM618017,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618018,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618019,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618020,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618021,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618022,GSE25148,human embryonic kidney (HEK) cells stably transfected with Toll-like receptor 2 (TLR2),TLR2,CVCL_5600,Mus musculus
GSM618023,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618024,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618025,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618026,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618027,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618028,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618029,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618030,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618031,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618032,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618033,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618034,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618035,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM618036,GSE25148,human embryonic kidney (HEK) cells,TLR2,CVCL_5600,Mus musculus
GSM189800,GSE7824,pancreatic tumor cell line L36.pl,L36,CVCL_D7B3,Mus musculus;Rattus norvegicus
GSM189801,GSE7824,pancreatic tumor cell line L36.pl,L36,CVCL_D7B3,Mus musculus;Rattus norvegicus
GSM189802,GSE7824,pancreatic tumor cell line L36.pl,L36,CVCL_D7B3,Mus musculus;Rattus norvegicus
GSM189805,GSE7824,pancreatic tumor cell line L36.pl,L36,CVCL_D7B3,Mus musculus;Rattus norvegicus
GSM4617388,GSE152529,MEC-1,GM-20,CVCL_F939,Mus musculus
GSM2462008,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462009,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462010,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462011,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462012,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462013,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462014,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462015,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462016,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462017,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462018,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462019,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM2462020,GSE93776,NK,Novikoff-Hepatoma,CVCL_1D01,Rattus norvegicus
GSM148613,GSE6465,Hepatocellular Carcinoma,UMR-201-10A,CVCL_IR40,Rattus norvegicus
GSM148614,GSE6465,Hepatocellular Carcinoma,11A,CVCL_C8MV,Mus musculus
GSM148624,GSE6465,Hepatocellular Carcinoma,24a,CVCL_C5HY,Mus musculus
GSM148630,GSE6465,Hepatocellular Carcinoma,16B,CVCL_N540,Mus musculus
GSM148638,GSE6465,Hepatocellular Carcinoma,33B,CVCL_3982,Rattus norvegicus
GSM697308,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697309,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697310,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697311,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697312,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697313,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697314,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697315,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
GSM697316,GSE28146,CA1 tissue; gray matter,CA1; Gray Matter,CVCL_B0E5,Mus musculus
